,country,athlete_name,sport_name,event_name,medal_type
18,英国,WALKDEN Bianca,跆拳道;TKW;,女子67公斤以上级,铜牌
19,新西兰,DANIELL Marcus,网球;TEN;,男子双打,铜牌
0,新西兰,VENUS Michael,网球;TEN;,男子双打,铜牌
1,西班牙,CARRENO BUSTA Pablo,网球;TEN;,男子单打,铜牌
2,巴西,PIGOSSI Laura,网球;TEN;,女子双打,铜牌
3,巴西,STEFANI Luisa,网球;TEN;,女子双打,铜牌
4,乌克兰,SVITOLINA Elina,网球;TEN;,女子单打,铜牌
5,澳大利亚,BARTY Ashleigh,网球;TEN;,混合双打,铜牌
6,澳大利亚,PEERS John,网球;TEN;,混合双打,铜牌
7,新西兰,SCHMIDT Dylan,蹦床体操;GTR;,男子组,铜牌
8,英国,PAGE Bryony,蹦床体操;GTR;,女子组,铜牌
9,新西兰,WILDE Hayden,铁人三项;TRI;,男子个人,铜牌
10,美国,ZAFERES Katie,铁人三项;TRI;,女子个人,铜牌
11,法国,BEAUGRAND Cassandre,铁人三项;TRI;,混合接力,铜牌
12,法国,CONINX Dorian,铁人三项;TRI;,混合接力,铜牌
13,法国,LUIS Vincent,铁人三项;TRI;,混合接力,铜牌
14,法国,PERIAULT Leonie,铁人三项;TRI;,混合接力,铜牌
15,阿根廷,CONTE Facundo,排球;VVO;,男子组,铜牌
16,阿根廷,DANANI Santiago,排球;VVO;,男子组,铜牌
17,阿根廷,de CECCO Luciano,排球;VVO;,男子组,铜牌
18,阿根廷,LIMA Bruno,排球;VVO;,男子组,铜牌
19,阿根廷,LOSER Agustin,排球;VVO;,男子组,铜牌
0,阿根廷,MENDEZ Nicolas,排球;VVO;,男子组,铜牌
1,阿根廷,PALACIOS Ezequiel,排球;VVO;,男子组,铜牌
2,阿根廷,PEREYRA Federico,排球;VVO;,男子组,铜牌
3,阿根廷,POGLAJEN Cristian,排球;VVO;,男子组,铜牌
4,阿根廷,RAMOS Martin,排球;VVO;,男子组,铜牌
5,阿根廷,SANCHEZ Matias,排球;VVO;,男子组,铜牌
6,阿根廷,SOLE Sebastian,排球;VVO;,男子组,铜牌
7,塞尔维亚,ALEKSIC Maja,排球;VVO;,女子组,铜牌
8,塞尔维亚,BJELICA Ana,排球;VVO;,女子组,铜牌
9,塞尔维亚,BLAGOJEVIC Jelena,排球;VVO;,女子组,铜牌
10,塞尔维亚,BOSKOVIC Tijana,排球;VVO;,女子组,铜牌
11,塞尔维亚,BUSA Bianka,排球;VVO;,女子组,铜牌
12,塞尔维亚,MIHAJLOVIC Brankica,排球;VVO;,女子组,铜牌
13,塞尔维亚,MILENKOVIC Bojana,排球;VVO;,女子组,铜牌
14,塞尔维亚,MIRKOVIC Sladjana,排球;VVO;,女子组,铜牌
15,塞尔维亚,OGNJENOVIC Maja,排球;VVO;,女子组,铜牌
16,塞尔维亚,POPOVIC Mina,排球;VVO;,女子组,铜牌
17,塞尔维亚,POPOVIC Silvija,排球;VVO;,女子组,铜牌
18,塞尔维亚,RASIC Milena,排球;VVO;,女子组,铜牌
19,匈牙利,ANGYAL Daniel,水球;WPO;,男子组,铜牌
0,匈牙利,ERDELYI Balazs,水球;WPO;,男子组,铜牌
1,匈牙利,HARAI Balazs,水球;WPO;,男子组,铜牌
2,匈牙利,HOSNYANSZKY Norbert,水球;WPO;,男子组,铜牌
3,匈牙利,JANSIK Szilard,水球;WPO;,男子组,铜牌
4,匈牙利,MANHERCZ Krisztian,水球;WPO;,男子组,铜牌
5,匈牙利,MEZEI Tamas,水球;WPO;,男子组,铜牌
6,匈牙利,NAGY Viktor,水球;WPO;,男子组,铜牌
7,匈牙利,PASZTOR Matyas,水球;WPO;,男子组,铜牌
8,匈牙利,VAMOS Marton,水球;WPO;,男子组,铜牌
9,匈牙利,VARGA Denes,水球;WPO;,男子组,铜牌
10,匈牙利,VOGEL Soma,水球;WPO;,男子组,铜牌
11,匈牙利,ZALANKI Gergo,水球;WPO;,男子组,铜牌
12,匈牙利,GANGL Edina,水球;WPO;,女子组,铜牌
13,匈牙利,GARDA Krisztina,水球;WPO;,女子组,铜牌
14,匈牙利,GURISATTI Greta,水球;WPO;,女子组,铜牌
15,匈牙利,GYONGYOSSY Aniko,水球;WPO;,女子组,铜牌
16,匈牙利,ILLES Anna,水球;WPO;,女子组,铜牌
17,匈牙利,KESZTHELYI Rita,水球;WPO;,女子组,铜牌
18,匈牙利,LEIMETER Dora,水球;WPO;,女子组,铜牌
19,匈牙利,MAGYARI Alda,水球;WPO;,女子组,铜牌
0,匈牙利,PARKES Rebecca,水球;WPO;,女子组,铜牌
1,匈牙利,RYBANSKA Natasa,水球;WPO;,女子组,铜牌
2,匈牙利,SZILAGYI Dorottya,水球;WPO;,女子组,铜牌
3,匈牙利,SZUCS Gabriella,水球;WPO;,女子组,铜牌
4,匈牙利,VALYI Vanda,水球;WPO;,女子组,铜牌
5,拉脱维亚,PLESNIEKS Arturs,举重;WLF;,男子109公斤级,铜牌
6,哈萨克斯坦,SON Igor,举重;WLF;,男子61公斤级,铜牌
7,意大利,ZANNI Mirko,举重;WLF;,男子67公斤级,铜牌
8,印度尼西亚,ABDULLAH Rahmat Erwin,举重;WLF;,男子73公斤级,铜牌
9,意大利,PIZZOLATO Antonino,举重;WLF;,男子81公斤级,铜牌
10,格鲁吉亚,PLIESNOI Anton,举重;WLF;,男子96公斤级,铜牌
11,叙利亚,ASAAD Man,举重;WLF;,男子109公斤以上级,铜牌
12,印度尼西亚,AISAH Windy Cantika,举重;WLF;,女子49公斤级,铜牌
13,哈萨克斯坦,CHINSHANLO Zulfiya,举重;WLF;,女子55公斤级,铜牌
14,日本,ANDOH Mikiko,举重;WLF;,女子59公斤级,铜牌
15,中华台北,CHEN Wen-Huei,举重;WLF;,女子64公斤级,铜牌
16,墨西哥,FUENTES ZAVALA Aremi,举重;WLF;,女子76公斤级,铜牌
17,多米尼加,SANTANA PEGUERO Crismery Dominga,举重;WLF;,女子87公斤级,铜牌
18,美国,ROBLES Sarah Elizabeth,举重;WLF;,女子87公斤以上级,铜牌
19,伊朗,ZARE Amir Hossein,摔跤;WRE;,男子自由式125公斤级,铜牌
0,土耳其,AKGUL Taha,摔跤;WRE;,男子自由式125公斤级,铜牌
1,哈萨克斯坦,SANAYEV Nurislam,摔跤;WRE;,男子自由式57公斤级,铜牌
2,美国,GILMAN Thomas Patrick,摔跤;WRE;,男子自由式57公斤级,铜牌
3,ROC,RASHIDOV Gadzhimurad,摔跤;WRE;,男子自由式65公斤级,铜牌
4,印度,BAJRANG Bajrang,摔跤;WRE;,男子自由式65公斤级,铜牌
5,乌兹别克斯坦,ABDURAKHMONOV Bekzod,摔跤;WRE;,男子自由式74公斤级,铜牌
6,美国,DAKE Kyle Douglas,摔跤;WRE;,男子自由式74公斤级,铜牌
7,ROC,NAIFONOV Artur,摔跤;WRE;,男子自由式86公斤级,铜牌
8,圣马力诺,AMINE Myles Nazem,摔跤;WRE;,男子自由式86公斤级,铜牌
9,古巴,SALAS PEREZ Reineris,摔跤;WRE;,男子自由式97公斤级,铜牌
10,意大利,CONYEDO RUANO Abraham de Jesus,摔跤;WRE;,男子自由式97公斤级,铜牌
11,ROC,SEMENOV Sergei,摔跤;WRE;,男子古典式130公斤级,铜牌
12,土耳其,KAYAALP Riza,摔跤;WRE;,男子古典式130公斤级,铜牌
13,ROC,EMELIN Sergey,摔跤;WRE;,男子古典式60公斤级,铜牌
14,中国,WALIHAN Sailike,摔跤;WRE;,男子古典式60公斤级,铜牌
15,埃及,ELSAYED Mohamed Ibrahim Elsayed,摔跤;WRE;,男子古典式67公斤级,铜牌
16,德国,STAEBLER Frank,摔跤;WRE;,男子古典式67公斤级,铜牌
17,日本,YABIKU Shohei,摔跤;WRE;,男子古典式77公斤级,铜牌
18,阿塞拜疆,HUSEYNOV Rafig,摔跤;WRE;,男子古典式77公斤级,铜牌
19,塞尔维亚,DATUNASHVILI Zurabi,摔跤;WRE;,男子古典式87公斤级,铜牌
0,德国,KUDLA Denis Maksymilian,摔跤;WRE;,男子古典式87公斤级,铜牌
1,伊朗,SARAVI Mohammadhadi,摔跤;WRE;,男子古典式97公斤级,铜牌
2,波兰,MICHALIK Tadeusz,摔跤;WRE;,男子古典式97公斤级,铜牌
3,美国,HILDEBRANDT Sarah Ann,摔跤;WRE;,女子自由式50公斤级,铜牌
4,阿塞拜疆,STADNIK Mariya,摔跤;WRE;,女子自由式50公斤级,铜牌
5,白俄罗斯,KALADZINSKAYA Vanesa,摔跤;WRE;,女子自由式53公斤级,铜牌
6,蒙古,BAT OCHIR Bolortuya,摔跤;WRE;,女子自由式53公斤级,铜牌
7,保加利亚,NIKOLOVA Evelina Georgieva,摔跤;WRE;,女子自由式57公斤级,铜牌
8,美国,MAROULIS Helen Louise,摔跤;WRE;,女子自由式57公斤级,铜牌
9,乌克兰,KOLIADENKO Iryna,摔跤;WRE;,女子自由式62公斤级,铜牌
10,保加利亚,YUSEIN Taybe Mustafa,摔跤;WRE;,女子自由式62公斤级,铜牌
11,乌克兰,CHERKASOVA Alla,摔跤;WRE;,女子自由式68公斤级,铜牌
12,吉尔吉斯斯坦,ZHUMANAZAROVA Meerim,摔跤;WRE;,女子自由式68公斤级,铜牌
13,中国,ZHOU Qian,摔跤;WRE;,女子自由式76公斤级,铜牌
14,土耳其,ADAR Yasemin,摔跤;WRE;,女子自由式76公斤级,铜牌
